brand,model,source_type,url,source_domain,url_host,country,language,research_confidence,research_rank,source_validation,extraction_status,extraction_confidence,notes,official_domain_match,http_status,final_url,content_hash,content_type,fetched_at
Kia,EV3,manufacturer_model_page,https://www.kia.com/se/nya-bilar/ev3/upptack/,kia.com,kia.com,SE,sv,high,6,reachable_official_model_source,queued,,Verified. Kia has the cleanest structure: dedicated specifications + price list URLs.,True,200,https://www.kia.com/se/nya-bilar/ev3/upptack/,cc84404028fe5cda375e0661df20b32b2423067d11d06779caeec5a8242d1758,text/html; charset=UTF-8,2026-05-15T17:48:24.776550+00:00
Kia,EV3,manufacturer_configurator,https://www.kia.com/se/kopa/bygg-din-kia/#/ev3,kia.com,kia.com,SE,sv,high,6,reachable_official_model_source,queued,,Verified. Kia has the cleanest structure: dedicated specifications + price list URLs.,True,200,https://www.kia.com/se/kopa/bygg-din-kia/#/ev3,e87bf2a3f80a9546d74f8b939929b84609f3718001e806225fab8ba2a6cf0aa8,text/html; charset=UTF-8,2026-05-15T17:48:24.976820+00:00
Toyota,bZ4X,manufacturer_specs_page,https://www.toyota.se/nya-bilar/bz4x/specifikationer/,toyota.se,toyota.se,SE,sv,high,7,unreachable_or_redirect_problem,blocked,,"Verified. Page mentions ""rek. ca-pris från generalagent"". Configurator path inferred.",True,404,,,,
Toyota,bZ4X,manufacturer_model_page,https://www.toyota.se/nya-bilar/bz4x/,toyota.se,toyota.se,SE,sv,high,7,reachable_official_model_source,queued,,"Verified. Page mentions ""rek. ca-pris från generalagent"". Configurator path inferred.",True,200,https://www.toyota.se/bilar/bz4x,3a71fa58ead3523cee0a77556006644408846eaa67fc069ba6c4b7903eb55720,text/html;charset=utf-8,2026-05-15T17:48:25.788211+00:00
Toyota,bZ4X,manufacturer_configurator,https://www.toyota.se/nya-bilar/bz4x/bygg-och-kop/,toyota.se,toyota.se,SE,sv,high,7,unreachable_or_redirect_problem,blocked,,"Verified. Page mentions ""rek. ca-pris från generalagent"". Configurator path inferred.",True,404,,,,
Kia,EV5,manufacturer_price_list,https://www.kia.com/se/kopa/prislista/,kia.com,kia.com,SE,sv,high,8,reachable_official_model_source,queued,,Same Kia pattern as EV3.,True,200,https://www.kia.com/se/kopa/prislista/,dcf6b34e5de45d4dfffce96ee3e032caca87aac5370c0e36b18506d196370d56,text/html; charset=UTF-8,2026-05-15T17:48:26.267891+00:00
Kia,EV5,manufacturer_specs_page,https://www.kia.com/se/nya-bilar/ev5/specifikationer/,kia.com,kia.com,SE,sv,high,8,reachable_official_model_source,queued,,Same Kia pattern as EV3.,True,200,https://www.kia.com/se/nya-bilar/ev5/specifikationer/,6a93ebd5d204536fa324e5d517e6eff0b5730ce0490b87917a53b2840f1c00c3,text/html; charset=UTF-8,2026-05-15T17:48:26.426861+00:00
Kia,EV5,manufacturer_model_page,https://www.kia.com/se/nya-bilar/ev5/upptack/,kia.com,kia.com,SE,sv,high,8,reachable_official_model_source,queued,,Same Kia pattern as EV3.,True,200,https://www.kia.com/se/nya-bilar/ev5/upptack/,ee5053bf72d9ee9ea1bdfccddc270af43a26768c6b6498a80b280997cdf9e79b,text/html; charset=UTF-8,2026-05-15T17:48:26.706815+00:00
Kia,EV5,manufacturer_configurator,https://www.kia.com/se/kopa/bygg-din-kia/#/ev5,kia.com,kia.com,SE,sv,high,8,reachable_official_model_source,queued,,Same Kia pattern as EV3.,True,200,https://www.kia.com/se/kopa/bygg-din-kia/#/ev5,e87bf2a3f80a9546d74f8b939929b84609f3718001e806225fab8ba2a6cf0aa8,text/html; charset=UTF-8,2026-05-15T17:48:26.876923+00:00
Skoda,Enyaq,manufacturer_price_list,https://www.skoda.se/_doc/1d23f075-2685-40f9-ad6f-a31b09f3d660,skoda.se,skoda.se,SE,sv,high,9,reachable_official_model_source,queued,,Verified. Price list is a downloadable PDF (UUID-based filename — may rotate). External configurator domain.,True,200,https://www.skoda.se/_doc/1d23f075-2685-40f9-ad6f-a31b09f3d660,e5b8339cccd57f230fd9a7340a2a011e6e3dbef11f1a1b9e463731c484b8d1d8,application/pdf,2026-05-15T17:48:27.397319+00:00
Skoda,Enyaq,manufacturer_model_page,https://www.skoda.se/modeller/enyaq/,skoda.se,skoda.se,SE,sv,high,9,reachable_official_model_source,queued,,Verified. Price list is a downloadable PDF (UUID-based filename — may rotate). External configurator domain.,True,200,https://www.skoda.se/modeller/enyaq/enyaq,3d626f56ec101188a8394bd286b5c9b71f479d5f62b1621b2b826ed08296ce10,text/html; charset=utf-8,2026-05-15T17:48:27.927865+00:00
Skoda,Enyaq,manufacturer_configurator,https://clg.skoda-auto.com,skoda.se,clg.skoda-auto.com,SE,sv,high,9,unreachable_or_redirect_problem,blocked,,Verified. Price list is a downloadable PDF (UUID-based filename — may rotate). External configurator domain.,False,403,,,,
Volkswagen,ID.4,manufacturer_model_page,https://www.volkswagen.se/sv/elbilar/vara-elbilar/id4.html,volkswagen.se,volkswagen.se,SE,sv,medium,10,reachable_official_model_source,queued,,VW pattern: /elbilar/vara-elbilar/idN.html. Verified pattern via ID.7.,True,200,https://www.volkswagen.se/sv/modeller/id4.html,e36a3771ba8ad199fd8c90081fdbaa1ac1ea61258eda33ee704a7875bcb599b7,text/html;charset=utf-8,2026-05-15T17:48:28.597129+00:00
Volkswagen,ID.4,manufacturer_configurator,https://www.volkswagen.se/sv/elbilar/vara-elbilar/id4/konfigurator.html,volkswagen.se,volkswagen.se,SE,sv,medium,10,unreachable_or_redirect_problem,blocked,,VW pattern: /elbilar/vara-elbilar/idN.html. Verified pattern via ID.7.,True,404,,,,
Kia,EV9,manufacturer_price_list,https://www.kia.com/se/kopa/prislista/,kia.com,kia.com,SE,sv,high,12,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/kopa/prislista/,dcf6b34e5de45d4dfffce96ee3e032caca87aac5370c0e36b18506d196370d56,text/html; charset=UTF-8,2026-05-15T17:48:29.076905+00:00
Kia,EV9,manufacturer_specs_page,https://www.kia.com/se/nya-bilar/ev9/specifikationer/,kia.com,kia.com,SE,sv,high,12,unreachable_or_redirect_problem,blocked,,Same Kia pattern.,True,404,,,,
Kia,EV9,manufacturer_model_page,https://www.kia.com/se/nya-bilar/ev9/upptack/,kia.com,kia.com,SE,sv,high,12,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/nya-bilar/ev9/upptack/,b83a85fbc2702e44f7c961c02a43afa3c6f149fba9d9de0f3809ee513d9a5b34,text/html; charset=UTF-8,2026-05-15T17:48:32.093852+00:00
Kia,EV9,manufacturer_configurator,https://www.kia.com/se/kopa/bygg-din-kia/#/ev9,kia.com,kia.com,SE,sv,high,12,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/kopa/bygg-din-kia/#/ev9,e87bf2a3f80a9546d74f8b939929b84609f3718001e806225fab8ba2a6cf0aa8,text/html; charset=UTF-8,2026-05-15T17:48:32.260721+00:00
Mercedes-Benz,EQA,manufacturer_specs_page,https://www.mercedes-benz.se/passengercars/models/suv/h243-fl-25-2-spa/finance.html,mercedes-benz.se,mercedes-benz.se,SE,sv,high,13,needs_discovery,blocked,,Official Swedish Mercedes-Benz EQA price/specification URL preferred because overview text lacks technical data.,True,,,,,
Mercedes-Benz,EQA,manufacturer_model_page,https://www.mercedes-benz.se/passengercars/models/suv/eqa/overview.html,mercedes-benz.se,mercedes-benz.se,SE,sv,high,13,needs_discovery,blocked,,Official Swedish Mercedes-Benz EQA price/specification URL preferred because overview text lacks technical data.,True,,,,,
Mercedes-Benz,EQA,manufacturer_configurator,https://www.mercedes-benz.se/passengercars/buy/new-car/configurator.html,mercedes-benz.se,mercedes-benz.se,SE,sv,high,13,needs_discovery,blocked,,Official Swedish Mercedes-Benz EQA price/specification URL preferred because overview text lacks technical data.,True,,,,,
Renault,5 E-Tech,manufacturer_price_list,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric/versioner_och_priser,renault.se,renault.se,SE,sv,high,14,reachable_official_model_source,queued,,"Verified. Renault combines specs + prices on one page. Mobility Sweden ""5"" maps to ""5 E-Tech electric"" canonical.",True,200,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric/versioner_och_priser,75f78e6d1baeee7e6d7c166fcae09e87cdd3af4dc59554de14caa9dfd6373a46,text/html; charset=utf-8,2026-05-15T17:49:09.135098+00:00
Renault,5 E-Tech,manufacturer_specs_page,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric/versioner_och_priser,renault.se,renault.se,SE,sv,high,14,reachable_official_model_source,queued,,"Verified. Renault combines specs + prices on one page. Mobility Sweden ""5"" maps to ""5 E-Tech electric"" canonical.",True,200,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric/versioner_och_priser,75f78e6d1baeee7e6d7c166fcae09e87cdd3af4dc59554de14caa9dfd6373a46,text/html; charset=utf-8,2026-05-15T17:49:09.507879+00:00
Renault,5 E-Tech,manufacturer_model_page,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric,renault.se,renault.se,SE,sv,high,14,reachable_official_model_source,queued,,"Verified. Renault combines specs + prices on one page. Mobility Sweden ""5"" maps to ""5 E-Tech electric"" canonical.",True,200,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric,fa26ace367678b6d72ac11daad56f89808783c0e2251bcf7bfefd608a5326f0d,text/html; charset=utf-8,2026-05-15T17:49:10.036945+00:00
Renault,5 E-Tech,manufacturer_configurator,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric/versioner_och_priser,renault.se,renault.se,SE,sv,high,14,reachable_official_model_source,queued,,"Verified. Renault combines specs + prices on one page. Mobility Sweden ""5"" maps to ""5 E-Tech electric"" canonical.",True,200,https://www.renault.se/personbilar/elbilar/r5-e-tech-electric/versioner_och_priser,75f78e6d1baeee7e6d7c166fcae09e87cdd3af4dc59554de14caa9dfd6373a46,text/html; charset=utf-8,2026-05-15T17:49:10.461862+00:00
BMW,iX1,manufacturer_specs_page,https://www.bmw.se/sv/alla-modeller/bmw-i/iX1/tekniska-data.html,bmw.se,bmw.se,SE,sv,high,15,needs_discovery,blocked,,"Verified. BMW SE has split structure: alla-modeller for product info, hitta.bmw.se for configurator/availability.",True,,,,,
BMW,iX1,manufacturer_model_page,https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html,bmw.se,bmw.se,SE,sv,high,15,needs_discovery,blocked,,"Verified. BMW SE has split structure: alla-modeller for product info, hitta.bmw.se for configurator/availability.",True,,,,,
BMW,iX1,manufacturer_configurator,https://hitta.bmw.se/r/U11-iX1,bmw.se,hitta.bmw.se,SE,sv,high,15,reachable_official_model_source,queued,,"Verified. BMW SE has split structure: alla-modeller for product info, hitta.bmw.se for configurator/availability.",True,200,https://hitta.bmw.se/r/U11-iX1,ed5182b5d5c226e835ee9f91d67387eb5d7d711bee54136225f8658c2fb7292a,text/html; charset=utf-8,2026-05-15T17:49:38.709792+00:00
Tesla,Model 3,manufacturer_specs_page,https://www.tesla.com/sv_SE/model3/design,tesla.com,tesla.com,SE,sv,high,17,unreachable_or_redirect_problem,blocked,,Same Tesla pattern as Model Y. 403 on direct fetch.,True,403,,,,
Tesla,Model 3,manufacturer_model_page,https://www.tesla.com/sv_SE/model3,tesla.com,tesla.com,SE,sv,high,17,unreachable_or_redirect_problem,blocked,,Same Tesla pattern as Model Y. 403 on direct fetch.,True,403,,,,
Tesla,Model 3,manufacturer_configurator,https://www.tesla.com/sv_SE/model3/design,tesla.com,tesla.com,SE,sv,high,17,unreachable_or_redirect_problem,blocked,,Same Tesla pattern as Model Y. 403 on direct fetch.,True,403,,,,
BMW,iX3,manufacturer_specs_page,https://www.bmw.se/sv/alla-modeller/x-serie/ix3/bmw-ix3-tekniska-data.html,bmw.se,bmw.se,SE,sv,high,18,needs_discovery,blocked,,Verified. iX3 sits under x-serie (not bmw-i) since it's a Neue Klasse SUV. New 2026 model.,True,,,,,
BMW,iX3,manufacturer_model_page,https://www.bmw.se/sv/alla-modeller/x-serie/ix3/bmw-ix3.html,bmw.se,bmw.se,SE,sv,high,18,needs_discovery,blocked,,Verified. iX3 sits under x-serie (not bmw-i) since it's a Neue Klasse SUV. New 2026 model.,True,,,,,
BMW,iX3,manufacturer_configurator,https://hitta.bmw.se/r/NA5-iX3,bmw.se,hitta.bmw.se,SE,sv,high,18,reachable_official_model_source,queued,,Verified. iX3 sits under x-serie (not bmw-i) since it's a Neue Klasse SUV. New 2026 model.,True,200,https://hitta.bmw.se/r/NA5-iX3,5c0943838ad929bc00d2fd2e13423a6f13effae6f50ed2f2d72748eeb84645b3,text/html; charset=utf-8,2026-05-15T17:50:03.688067+00:00
Kia,EV6,manufacturer_price_list,https://www.kia.com/se/kopa/prislista/,kia.com,kia.com,SE,sv,high,19,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/kopa/prislista/,dcf6b34e5de45d4dfffce96ee3e032caca87aac5370c0e36b18506d196370d56,text/html; charset=UTF-8,2026-05-15T17:50:03.931092+00:00
Kia,EV6,manufacturer_specs_page,https://www.kia.com/se/nya-bilar/ev6/specifikationer/,kia.com,kia.com,SE,sv,high,19,unreachable_or_redirect_problem,blocked,,Same Kia pattern.,True,404,,,,
Kia,EV6,manufacturer_model_page,https://www.kia.com/se/nya-bilar/ev6/upptack/,kia.com,kia.com,SE,sv,high,19,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/nya-bilar/ev6/upptack/,1632dcd83110775463aff9faa6044e89056f9dc1c6b1d4162d423dcc73ba73af,text/html; charset=UTF-8,2026-05-15T17:50:04.694673+00:00
Kia,EV6,manufacturer_configurator,https://www.kia.com/se/kopa/bygg-din-kia/#/ev6,kia.com,kia.com,SE,sv,high,19,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/kopa/bygg-din-kia/#/ev6,e87bf2a3f80a9546d74f8b939929b84609f3718001e806225fab8ba2a6cf0aa8,text/html; charset=UTF-8,2026-05-15T17:50:04.835356+00:00
Audi,Q4 e-tron,manufacturer_specs_page,https://www.audi.se/sv/models/q4-e-tron/q4-e-tron/,audi.se,audi.se,SE,sv,high,20,unreachable_or_redirect_problem,blocked,,Verified. Audi pattern: /sv/models/{model}/. Sportback variant under same model group.,True,503,,,,
Audi,Q4 e-tron,manufacturer_model_page,https://www.audi.se/sv/models/q4-e-tron/,audi.se,audi.se,SE,sv,high,20,unreachable_or_redirect_problem,blocked,,Verified. Audi pattern: /sv/models/{model}/. Sportback variant under same model group.,True,503,,,,
Audi,Q4 e-tron,manufacturer_configurator,https://www.audi.se/sv/models/q4-e-tron/q4-e-tron/designa/,audi.se,audi.se,SE,sv,high,20,unreachable_or_redirect_problem,blocked,,Verified. Audi pattern: /sv/models/{model}/. Sportback variant under same model group.,True,503,,,,
Audi,A6 e-tron,manufacturer_specs_page,https://www.audi.se/sv/models/a6-e-tron/a6-e-tron/,audi.se,audi.se,SE,sv,medium,21,unreachable_or_redirect_problem,blocked,,Pattern inferred from Q4 e-tron. Verify before extracting.,True,503,,,,
Audi,A6 e-tron,manufacturer_model_page,https://www.audi.se/sv/models/a6-e-tron/,audi.se,audi.se,SE,sv,medium,21,unreachable_or_redirect_problem,blocked,,Pattern inferred from Q4 e-tron. Verify before extracting.,True,503,,,,
Audi,A6 e-tron,manufacturer_configurator,https://www.audi.se/sv/models/a6-e-tron/a6-e-tron/designa/,audi.se,audi.se,SE,sv,medium,21,unreachable_or_redirect_problem,blocked,,Pattern inferred from Q4 e-tron. Verify before extracting.,True,503,,,,
BMW,i4,manufacturer_specs_page,https://www.bmw.se/sv/alla-modeller/bmw-i/i4/tekniska-data.html,bmw.se,bmw.se,SE,sv,high,22,needs_discovery,blocked,,BMW i-series pattern.,True,,,,,
BMW,i4,manufacturer_model_page,https://www.bmw.se/sv/alla-modeller/bmw-i/i4/bmw-i4.html,bmw.se,bmw.se,SE,sv,high,22,needs_discovery,blocked,,BMW i-series pattern.,True,,,,,
BMW,i4,manufacturer_configurator,https://hitta.bmw.se/r/G26-i4,bmw.se,hitta.bmw.se,SE,sv,high,22,reachable_official_model_source,queued,,BMW i-series pattern.,True,200,https://hitta.bmw.se/r/G26-i4,b41e26c423e852131d4698e488403810d2dc9635747376b51cc7b1c216db5b16,text/html; charset=utf-8,2026-05-15T17:50:34.997819+00:00
BMW,i5,manufacturer_specs_page,https://www.bmw.se/sv/alla-modeller/5-serie/i5-sedan/bmw-i5-sedan-tekniska-data.html,bmw.se,bmw.se,SE,sv,medium,23,needs_discovery,blocked,,i5 sits under 5-serie (not bmw-i). Verify URL before extraction.,True,,,,,
BMW,i5,manufacturer_model_page,https://www.bmw.se/sv/alla-modeller/5-serie/i5-sedan/bmw-i5-sedan.html,bmw.se,bmw.se,SE,sv,medium,23,needs_discovery,blocked,,i5 sits under 5-serie (not bmw-i). Verify URL before extraction.,True,,,,,
BMW,i5,manufacturer_configurator,https://hitta.bmw.se/r/G60-i5,bmw.se,hitta.bmw.se,SE,sv,medium,23,reachable_official_model_source,queued,,i5 sits under 5-serie (not bmw-i). Verify URL before extraction.,True,200,https://hitta.bmw.se/r/G60-i5,ff3f0eaf8964f7658c4413c58113b8b9a7cb5886eb538802b3be60766258b316,text/html; charset=utf-8,2026-05-15T17:51:01.185960+00:00
Volkswagen,ID.3,manufacturer_model_page,https://www.volkswagen.se/sv/elbilar/vara-elbilar/id3.html,volkswagen.se,volkswagen.se,SE,sv,medium,24,reachable_official_model_source,queued,,VW pattern.,True,200,https://www.volkswagen.se/sv/modeller/id3.html,dfd700af8e561423968ef5a2650589daea02f6747d553259f1df96d82c26a974,text/html;charset=utf-8,2026-05-15T17:51:02.066921+00:00
Volkswagen,ID.3,manufacturer_configurator,https://www.volkswagen.se/sv/elbilar/vara-elbilar/id3/konfigurator.html,volkswagen.se,volkswagen.se,SE,sv,medium,24,unreachable_or_redirect_problem,blocked,,VW pattern.,True,404,,,,
Ford,Explorer,manufacturer_price_list,https://ford.se/brochures_and_pricelists/31,ford.se,ford.se,SE,sv,high,25,reachable_official_model_source,queued,,Verified. Ford has dedicated brochure/pricelist URL with car_model_id. Strong structure for automation.,True,200,https://ford.se/brochures_and_pricelists/31,10952e6dd035df824a9488cc858087de3c8f65679dd85d2defbf64863ee6dbc1,text/html; charset=utf-8,2026-05-15T17:51:02.635415+00:00
Ford,Explorer,manufacturer_specs_page,https://ford.se/personbilar/elektriska-explorer/versioner,ford.se,ford.se,SE,sv,high,25,reachable_official_model_source,queued,,Verified. Ford has dedicated brochure/pricelist URL with car_model_id. Strong structure for automation.,True,200,https://ford.se/personbilar/elektriska-explorer/versioner,506f2fc1977db34f95d104e8f5531be0296d1ff2d5155adb07e74e7cf27822bd,text/html; charset=utf-8,2026-05-15T17:51:02.956820+00:00
Ford,Explorer,manufacturer_model_page,https://ford.se/personbilar/elektriska-explorer,ford.se,ford.se,SE,sv,high,25,reachable_official_model_source,queued,,Verified. Ford has dedicated brochure/pricelist URL with car_model_id. Strong structure for automation.,True,200,https://ford.se/personbilar/elektriska-explorer,4a40c2536fb809cd40494db2fed7208c90b4cae1ea8fe86d280447d0491a95bb,text/html; charset=utf-8,2026-05-15T17:51:03.866659+00:00
Ford,Explorer,manufacturer_configurator,https://ford.se/configurators/new?car_model_id=31,ford.se,ford.se,SE,sv,high,25,reachable_official_model_source,queued,,Verified. Ford has dedicated brochure/pricelist URL with car_model_id. Strong structure for automation.,True,200,https://ford.se/configurators/870b45fb-fb65-4b95-b8cb-65927adc21d5/select_model,d2c71e5825d56e3f2e58d5ab049342a5c10a9186e00fe000ec5e477f56bf50eb,text/html; charset=utf-8,2026-05-15T17:51:04.273888+00:00
Cupra,Born,manufacturer_specs_page,https://www.cupraofficial.se/bilar/born/versioner-och-utrustning,cupraofficial.se,cupraofficial.se,SE,sv,high,26,unreachable_or_redirect_problem,blocked,,Verified. Note domain is cupraofficial.se (not cupra.se).,True,404,,,,
Cupra,Born,manufacturer_model_page,https://www.cupraofficial.se/bilar/born,cupraofficial.se,cupraofficial.se,SE,sv,high,26,reachable_official_model_source,queued,,Verified. Note domain is cupraofficial.se (not cupra.se).,True,200,https://www.cupraofficial.se/bilar/born,bfd710f5388e42d961bb3b807080a5bdd9ef3e0efb1f9e45f6968f4fa5616495,text/html;charset=utf-8,2026-05-15T17:51:04.863561+00:00
Cupra,Born,manufacturer_configurator,https://www.cupraofficial.se/bilar/born/versioner-och-utrustning,cupraofficial.se,cupraofficial.se,SE,sv,high,26,unreachable_or_redirect_problem,blocked,,Verified. Note domain is cupraofficial.se (not cupra.se).,True,404,,,,
Zeekr,7X,manufacturer_specs_page,https://www.zeekr.eu/sv-se/models/7x/specifications,zeekr.eu,zeekr.eu,SE,sv,medium,27,unreachable_or_redirect_problem,blocked,,Verified. Zeekr uses pan-EU domain with sv-se locale rather than zeekr.se. Configurator path inferred.,True,404,,,,
Zeekr,7X,manufacturer_model_page,https://www.zeekr.eu/sv-se/models/7x,zeekr.eu,zeekr.eu,SE,sv,medium,27,reachable_official_model_source,queued,,Verified. Zeekr uses pan-EU domain with sv-se locale rather than zeekr.se. Configurator path inferred.,True,200,https://www.zeekr.eu/sv-se/models/7x,18f53ac944bf343cb9f4463131a843ab6e23ce5481fd3f99c0fdc136d94d5caa,text/html; charset=utf-8,2026-05-15T17:51:06.243916+00:00
Zeekr,7X,manufacturer_configurator,https://www.zeekr.eu/sv-se/models/7x/configure,zeekr.eu,zeekr.eu,SE,sv,medium,27,unreachable_or_redirect_problem,blocked,,Verified. Zeekr uses pan-EU domain with sv-se locale rather than zeekr.se. Configurator path inferred.,True,404,,,,
Audi,Q6 e-tron,manufacturer_specs_page,https://www.audi.se/sv/models/q6-e-tron/q6-e-tron/,audi.se,audi.se,SE,sv,medium,28,unreachable_or_redirect_problem,blocked,,Pattern inferred from Q4 e-tron.,True,503,,,,
Audi,Q6 e-tron,manufacturer_model_page,https://www.audi.se/sv/models/q6-e-tron/,audi.se,audi.se,SE,sv,medium,28,unreachable_or_redirect_problem,blocked,,Pattern inferred from Q4 e-tron.,True,503,,,,
Audi,Q6 e-tron,manufacturer_configurator,https://www.audi.se/sv/models/q6-e-tron/q6-e-tron/designa/,audi.se,audi.se,SE,sv,medium,28,unreachable_or_redirect_problem,blocked,,Pattern inferred from Q4 e-tron.,True,503,,,,
Kia,EV4,manufacturer_price_list,https://www.kia.com/se/kopa/prislista/,kia.com,kia.com,SE,sv,high,29,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/kopa/prislista/,dcf6b34e5de45d4dfffce96ee3e032caca87aac5370c0e36b18506d196370d56,text/html; charset=UTF-8,2026-05-15T17:51:07.736858+00:00
Kia,EV4,manufacturer_specs_page,https://www.kia.com/se/nya-bilar/ev4/specifikationer/,kia.com,kia.com,SE,sv,high,29,unreachable_or_redirect_problem,blocked,,Same Kia pattern.,True,404,,,,
Kia,EV4,manufacturer_model_page,https://www.kia.com/se/nya-bilar/ev4/upptack/,kia.com,kia.com,SE,sv,high,29,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/nya-bilar/ev4/upptack/,983ac5ac03837b0e1f4201174565eb027d13358b0e474d1bfe17689705399a66,text/html; charset=UTF-8,2026-05-15T17:51:10.966870+00:00
Kia,EV4,manufacturer_configurator,https://www.kia.com/se/kopa/bygg-din-kia/#/ev4,kia.com,kia.com,SE,sv,high,29,reachable_official_model_source,queued,,Same Kia pattern.,True,200,https://www.kia.com/se/kopa/bygg-din-kia/#/ev4,e87bf2a3f80a9546d74f8b939929b84609f3718001e806225fab8ba2a6cf0aa8,text/html; charset=UTF-8,2026-05-15T17:51:11.145592+00:00
Polestar,2,manufacturer_specs_page,https://www.polestar.com/se/polestar-2/specifications/,polestar.com,polestar.com,SE,sv,high,30,reachable_official_model_source,queued,,Verified pattern via Polestar 4.,True,200,https://www.polestar.com/se/polestar-2/specifications/,564ad86a72d1cedd54252d8fd6bc85a0969deaa673cfd3f66152cb6c6017eb13,text/html,2026-05-15T17:51:11.365369+00:00
